offer_result,offer_semester,offer_college_name,offer_professional,user_under_school,user_under_gpa,user_under_subject,user_graduate_school,user_graduate_gpa,user_graduate_subject
AD无奖,2021 Fall,University of Bristol,Computer Science (conversion),浙江大学,3.67/4.0,other,,,
Offer,2021 Fall,"Queen Mary, University of London",Computing and Information Technology,浙江大学,3.67/4.0,other,,,
Offer,2021 Fall,Georgia Institute of Technology,Electrical and Computer Engineering,浙江大学,3.67/4.0,other,,,
Waiting list,2021 Fall,University of St Andrews,Computing and Information Technology,浙江大学,3.67/4.0,other,,,
被拒,2021 Fall,University of California - Irvine,Computer Science,浙江大学,3.67/4.0,other,,,
被拒,2021 Fall,The University of Hong Kong,Computer Science（MSc）（FT / PT）,浙江大学,3.67/4.0,other,,,
Offer,2021 Fall,Kings College London,Artificial Intelligence,211 & 985,3.68/4.0          85.98/100,other,,,
被拒,2021 Fall,Imperial College London,Computing(Artificial Intelligence and Machine Learning),211 & 985,3.68/4.0          85.98/100,other,,,
被拒,2021 Fall,Ghent University,Computer Science Engineering,211,86.06/100,other,,,
被拒,2021 Fall,University of Bonn,Computer Science,211,86.06/100,other,,,
被拒,2021 Fall,Institut Polytechnique de Paris(IP Paris),Data Science and Artificial Intelligence,211,86.06/100,other,,,
被拒,2021 Fall,RWTH Aachen University,"Electrical Engineering, Information Technology and Computer Engineering",211,86.06/100,other,,,
被拒,2021 Fall,Ecole Polytechnique,Artificial Intelligence &amp; Advanced Visual Computing,211,86.06/100,other,,,
AD无奖,2021 Spring,National University of Singapore,Computer Science,双非,,other,清华/北大/中科大,,软件工程
AD无奖,2021 Spring,University of Victoria,Computer Science,,,other,,,
AD无奖,2021 Fall,VU University Amsterdam,Computer Science,211,3.4/5,other,,,
AD无奖,2021 Fall,University College Dublin,Computer Science,北京邮电大学,74/100，2.5/4,other,,,
Offer,2021 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,厦门大学,3.43,other,,,
Offer,2021 Fall,University College Dublin,MSc Computer Science (Conversion) FT(T195),211 & 985,88.3,other,,,
AD无奖,2021 Fall,Northeastern University,Computer Science,211 & 985,91+,other,,,
Offer,2021 Fall,Cardiff University,MSc Computing with Placement,211 & 985,88.3,other,,,
AD无奖,2021 Spring,Northeastern University,Computer Science,211,3.3/4.0,other,,,
AD无奖,2021 Fall,VU University Amsterdam,Artificial Intelligence,211,3.75/4,other,,,
AD无奖,2021 Fall,VU University Amsterdam,Computer Science,211,3.75/4,other,,,
AD无奖,2021 Fall,University of Amsterdam,Computer Science,211,3.75/4,other,,,
AD无奖,2021 Fall,Aalto University,"Machine Learning, Data Science and Artificial Intelligence",211,3.75/4,other,,,
被拒,2021 Fall,Delft University of Technology,Computer Science,211,3.75/4,other,,,
AD无奖,2021 Fall,University of Twente,Computer Science,211,3.75/4,other,,,
AD无奖,2021 Fall,University Leiden,Computer Science,211,3.75/4,other,,,
Offer,2021 Fall,University of Twente,Computer Science,211,3.2 2/16,other,,,
AD无奖,2021 Fall,Linköping University,Computer Science,211 & 985,87.9,other,,,
AD无奖,2021 Fall,Northeastern University,Computer Science,211 & 985,87.9,other,,,
被拒,2021 Fall,University of British Columbia,Electrical and Computer Engineering,211 & 985,87.9,other,,,
被拒,2021 Fall,University of Waterloo,Electrical and Computer Engineering,211 & 985,87.9,other,,,
被拒,2021 Fall,Ryerson University,Computer Science,211 & 985,87.9,other,,,
被拒,2021 Fall,Delft University of Technology,Computer Science,211 & 985,87.9,other,,,
AD无奖,2021 Fall,VU University Amsterdam,Computer Science,211 & 985,87.9,other,,,
被拒,2021 Fall,Western University,Computer Science,211 & 985,87.9,other,,,
AD无奖,2021 Fall,Concordia University,Software Engineering,211 & 985,87.9,other,,,
被拒,2021 Fall,University of Ottawa,Electrical and Computer Engineering,211 & 985,87.9,other,,,
被拒,2021 Fall,McGill University,Electrical and Computer Engineering,211 & 985,87.9,other,,,
Waiting list,2021 Fall,Chalmers University of Technology,Computer Science,211 & 985,87.9,other,,,
AD小奖,2021 Fall,Chalmers University of Technology,High-Performance Computer Systems,211 & 985,91+,other,,,
AD无奖,2021 Fall,University of Edinburgh,Computer Science,211 & 985,91+,other,,,
被拒,2021 Fall,Aalto University,Computer Science,211 & 985,91+,other,,,
AD无奖,2021 Fall,Technische Universität München,Computational Mechanics,211 & 985,91+,other,,,
AD无奖,2021 Fall,University of Washington,Electrical and Computer Engineering,211 & 985,91+,other,,,
AD无奖,2021 Fall,Technische Universität München,Biomedical Computing,211 & 985,91+,other,,,
AD无奖,2021 Fall,Technische Universität München,Computational Science and Engineering,211 & 985,91+,other,,,
Offer,2021 Fall,University of Bath,human computer interaction,211,3.61,other,,,
Offer,2021 Fall,University of St Andrews,human computer interaction,211,3.61,other,,,
Offer,2021 Fall,The University of Nottingham,human computer interaction,211,3.61,other,,,
被拒,2021 Spring,Texas A&amp;M University,Computer Science,National Central University,3.01,other,National Taiwan University of Science & Technology,4.06,Civil & Construction Engineering
被拒,2021 Fall,The University of Manchester,Advanced Computing,211 & 985,84.14/100,other,,,
Offer,2021 Fall,University of Edinburgh,High Performance Computing with Data Science,211 & 985,84.14/100,other,,,
Offer,2021 Fall,The Hong Kong University of Science and Technology,Computer Science,清华/北大/中科大,3.73,other,,,
AD无奖,2021 Spring,University Leiden,Computer Science,211 & 985,86.2,other,,,
AD无奖,2021 Spring,University Leiden,Computer Science,大连理工大学,86.7,other,,,
被拒,2021 Spring,University of Twente,Computer Science,大连理工大学,86.7,other,,,
AD无奖,2021 Spring,VU University Amsterdam,Computer Science,大连理工大学,86.7,other,,,
被拒,2021 Spring,George Mason University,Computer Science,National Central University,3.01,other,National Taiwan University of Science & Technology,4.06,Civil & Construction Engineering
Offer,2020 Fall,Dalhousie University,Computer Science,211,72,other,,,
Offer,2020 Fall,Wilfrid Laurier University,Computer Science,211,72,other,,,
AD无奖,2021 Spring,Technical University of Denmark,Computer Science,211 & 985,84/100,other,,,
Offer,2021 Spring,Saint Mary’s University,Computer Science,211,78、79左右,other,,,
Offer,2021 Spring,Dalhousie University,Computer Science,211,78、79左右,other,,,
Offer,2021 Spring,Nanyang Technological University,Computer Science,清华/北大/中科大,87/100,other,,,
Offer,2018 Fall,Aalto University,"Machine learning, Data Science, and Artificial Intelligence",211 & 985,86,other,,,
被拒,2018 Fall,University of Copenhagen,Computer Science,211 & 985,86,other,,,
Offer,2021 Spring,University of Texas - Dallas,Computer Science,National Central University,3.01,other,National Taiwan University of Science & Technology,4.06,Civil & Construction Engineering
Offer,2021 Spring,Penn State Great Valley,Software Engineering,National Central University,3.01,other,National Taiwan University of Science & Technology,4.06,Civil & Construction Engineering
被拒,2021 Spring,Carleton University,Electrical and computer Engineering,Carleton University,近20门课 8-9 (out of 12),other,,,
被拒,2021 Spring,University of Ottawa,electrical and computer engineering,Carleton University,近20门课 8-9 (out of 12),other,,,
Offer,2021 Spring,Western University,Electrical and computer Engineering robotic,Carleton University,近20门课 8-9 (out of 12),other,,,
被拒,2021 Spring,University of Calgary,electrical and computer engineering,Carleton University,近20门课 8-9 (out of 12),other,,,
被拒,2020 Fall,University of California - San Diego,Computer Science,211 & 985,88.4,other,,,
AD小奖,2020 Fall,University of California - Davis,Computer Science,211 & 985,88.4,other,,,
AD无奖,2020 Fall,Northeastern University,Computer Science,211 & 985,88.4,other,,,
AD无奖,2020 Fall,Carnegie Mellon University,Master of Software Engineering - Scalable Systems,211 & 985,88.4,other,,,
AD无奖,2020 Fall,Northwestern University,Computer Science,211 & 985,88.4,other,,,
AD无奖,2020 Fall,Rice University,Computer Science,211 & 985,88.4,other,,,
Offer,2021 Spring,Nanyang Technological University,Computer and Information Studies,港澳,3.35,other,美国top30,3.71,信息学
被拒,2020 Fall,University of Edinburgh,comparative public policy,211 & 985,85.8,other,,,
Offer,2021 Spring,University of Alberta,Computer Software Engineering, 北京邮电大学,3.5/4,other,,,
Offer,2020 Fall,Cardiff University,Computing with Placement,双非,76%,other,,,
Offer,2020 Fall,"Queen Mary, University of London",Computing and Information Technology,双非,76%,other,,,
被拒,2020 Fall,University of Liverpool,Computer Science,双非,76%,other,,,
Offer,2020 Fall,Newcastle University,Computer Science,双非,76%,other,,,
被拒,2020 Fall,The University of Sheffield,Computer Science,双非,76%,other,,,
AD无奖,2020 Fall,The University of Adelaide,computing and innovation,211,78.89,other,,,
被拒,2020 Fall,University of Birmingham,Electronic and computer engineering,211,78.89,other,,,
AD无奖,2020 Fall,KU Leuven,Artificial Intelligence,浙江工商大学,2/90,other,华东师范大学,,应用统计
被拒,2020 Fall,University of Saarland,Data Science and Artificial Intelligence,211 & 985,,other,,,
AD无奖,2020 Fall,Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU),Computational Engineering,211 & 985,,other,,,
AD无奖,2020 Fall,Heidelberg University,Scientific Computing,211 & 985,,other,,,
Offer,2020 Fall,Hong Kong Baptist University,Literary &amp; Comparative Studies（MA）（FT / PT）,双非,85,other,,,
Offer,2021 Spring,Singapore Management University,Computer Science,211,86/100,other,University of Southern California,3.87/4,EE
Offer,2020 Fall,Heidelberg University,Scientific Computing,浙江外国语学院,,other,,,
Offer,2020 Fall,Dresden University of Technology,Computational Modeling and Simulation,浙江外国语学院,,other,,,
Offer,2020 Fall,Hong Kong Baptist University,Literary &amp; Comparative Studies（MA）（FT / PT）,211,4.54/5，12,other,,,
AD无奖,2020 Fall,Nanyang Technological University,computer control and automation,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,88.88,other,,,
Offer,2020 Fall,Western University,Computer Science,双非,3.4,other,,,
Offer,2020 Fall,York University,Computer Science,双非,3.4,other,,,
Offer,2020 Fall,Carleton University,Computer Science,双非,3.4,other,,,
Offer,2020 Fall,Concordia University 肯高迪亚大学,Electrical and Computer Engineering 电子和计算机工程,双非,3.48/4,other,,,
Offer,2020 Fall,University of Glasgow,Human-Computer Interaction,双非,85%  9/43,other,,,
被拒,2020 Spring,Eidgenossische Technische Hochschule Zürich,Artificial Intelligence,双非,85%  9/43,other,,,
Offer,2020 Fall,Aalto University,Human-Computer Interaction,双非,85%  9/43,other,,,
Offer,2020 Fall,University of St Andrews,Artificial Intelligence,双非,85%  9/43,other,,,
AD无奖,2020 Spring,University of Helsinki,Human-Computer Interaction,双非,85%  9/43,other,,,
AD小奖,2019 Fall,University of Sussex,Artificial Intelligence,双非,85%  9/43,other,,,
被拒,2020 Fall,University of Bath,Human-Computer Interaction,双非,85%  9/43,other,,,
AD无奖,2020 Fall,University of Saarland,data science and artificial intelligence,211 & 985,88,other,,,
AD无奖,2020 Fall,Concordia University,Electrical and Computer Engineering,某双非一本,"Overall:84.3,Major:86.8",other,,,
AD无奖,2020 Fall,Western University,Electrical and Computer Engineering,某双非一本,"Overall:84.3,Major:86.8",other,,,
被拒,2020 Fall,University of Waterloo,Electrical and Computer Engineering,某双非一本,"Overall:84.3,Major:86.8",other,,,
AD无奖,2020 Fall,Brock University,Computer Science,,,other,,,
AD无奖,2020 Fall,University of Windsor 温莎大学,applied computing,,,other,,,
Offer,2020 Fall,The University of Manchester,Artificial Intelligence,双非,88,other,,,
AD小奖,2020 Fall,University of Helsinki,Particle Physics and Astrophysical Sciences,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.78/4.0,other,,,
AD无奖,2020 Fall,Uppsala University,Nuclear and Particle Physics,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,3.78/4.0,other,,,
AD无奖,2020 Fall,Concordia University,"Electrical and Computer Engineering, ECE",211,83.43 / 100; 3.38 / 4.0,other,,,
AD无奖,2020 Fall,University of Waterloo,"Electrical and Computer Engineering, ECE",211,83.43 / 100; 3.38 / 4.0,other,,,
AD无奖,2020 Fall,Bishops University,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,78,other,,,
Offer,2020 Fall,The University of Winnipeg,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,78,other,,,
被拒,2020 Fall,University of Manitoba,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,78,other,,,
AD无奖,2020 Fall,Concordia University,Computer Software Engineering,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,78,other,,,
被拒,2020 Fall,Imperial College London,Computing Science,211 & 985,82.1,other,,,
AD无奖,2020 Fall,University of Edinburgh,Computer Science,211 & 985,82.1,other,,,
AD无奖,2020 Fall,University of Bristol,Computer Science,211 & 985,82.1,other,,,
Offer,2020 Fall,Australian National University,Computer Science,211,88.4/100 ranking:4/78,other,,,Engineering
Offer,2020 Fall,University of Massachusetts - Amherst,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,86/100,other,,,
Offer,2020 Fall,University of Massachusetts - Amherst,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,86/100,other,,,
AD无奖,2020 Fall,Concordia University,Computer Science,双非,3.52/4.0,other,,,
被拒,2020 Fall,University of Waterloo,Electrical and Computer Engineering,211,Top1%,other,,,
AD无奖,2020 Fall,University of Waterloo,Electrical and Computer Engineering,211,Top1%,other,,,
AD无奖,2020 Fall,McMaster University,Computing and Software,211,Top1%,other,,,
被拒,2020 Fall,University of British Columbia,Electrical and Computer Engineering,211,Top1%,other,,,
AD无奖,2020 Fall,University of Toronto,Electrical and Computer Engineering,211,Top1%,other,,,
被拒,2020 Fall,University of British Columbia,Computer Science,211,Top1%,other,,,
被拒,2020 Fall,University of Wisconsin,Computer Science,211,3.6/4.0 86/100 top15%,other,,,
被拒,2020 Fall,University of California - Davis,Computer Science,211,3.6/4.0 86/100 top15%,other,,,
AD无奖,2020 Fall,Australian National University,Machine learning and computer vision,211,80,other,,,
Offer,2020 Fall,Uppsala University,Computer Science,双非,,other,,,
被拒,2020 Fall,University College London,GIS and computing,211 & 985,3.4/4,other,,,
Offer,2020 Fall,University of Munich,Computational Neuroscience,University of Amsterdam,,other,,,
Offer,2020 Fall,Nanyang Technological University,Computer Science,UESTC,3.77/4.0,other,,,
AD无奖,2020 Fall,Heidelberg University,Scientific Computing,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,84,other,,,
被拒,2020 Fall,RWTH Aachen University,Software System Engineering,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,84,other,,,
AD无奖,2020 Fall,Universität Freiburg,Computer Science,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,84,other,,,
AD无奖,2020 Fall,Imperial College London,Computational and Applied Mathematics,hkust,3.1,other,,,
Offer,2020 Fall,National University of Singapore,MComp (Information System),211,3.69/4.0,other,,,
Waiting list,2020 Fall,Royal Institute of Technology,Computer Software Engineering,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,均绩 84.6/100,other,,,
Offer,2020 Fall,Chalmers University of Technology,Computer Software Engineering,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,均绩 84.6/100,other,,,
Offer,2020 Fall,Trinity College Dublin,Computer Software Engineering,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,均绩 84.6/100,other,,,
被拒,2020 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,211 & 985,,other,澳门大学,,软件工程
Offer,2020 Fall,City University of Hong Kong,Computer Science（MSc）（FT / PT）,211 & 985,,other,澳门大学,,软件工程
Offer,2020 Fall,University of Edinburgh 爱丁堡大学,Comparative Literature 比较文学,东北师范大学,89.5,other,,,
Offer,2020 Fall,University of Edinburgh,Computer Science,C9 top3,3.67/4.00（84/100）,other,,,
Offer,2020 Fall,Nanyang Technological University,Artificial Intelligence,C9 top3,3.67/4.00（84/100）,other,,,
Offer,2020 Fall,University of Edinburgh,Artificial Intelligence,C9 top3,3.67/4.00（84/100）,other,,,
Offer,2020 Fall,The University of Warwick,Computer Science,C9 top3,3.67/4.00（84/100）,other,,,
被拒,2020 Fall,The University of Manchester,Computer Software Engineering,211 & 985,GPA 3.72/4 加权85.5/100,other,,,
Offer,2020 Fall,University of Edinburgh,Computer Science,211 & 985,GPA 3.72/4 加权85.5/100,other,,,
AD无奖,2020 Fall,VU University Amsterdam,Computer Science,211,3.19/4,other,,,
被拒,2020 Fall,The University of Warwick,Computer Science,211,3.19/4,other,,,
被拒,2020 Fall,The University of Manchester,Software Engineering,211,3.19/4,other,,,
被拒,2020 Fall,University of Edinburgh,Computer Science,211,3.19/4,other,,,
AD无奖,2020 Fall,University Of Southampton,Software Engineering,211,3.19/4,other,,,
被拒,2020 Fall,University of Leeds,Computer Science,211,3.19/4,other,,,
AD无奖,2020 Fall,University of Glasgow,Computer System Engineering,211,3.19/4,other,,,
被拒,2020 Fall,The University of Sheffield,Advanced Computer Science,211,3.19/4,other,,,
被拒,2020 Fall,Kings College London,Software Engineering,211,3.19/4,other,,,
AD无奖,2020 Fall,The University of Nottingham,Computer Science,211,3.19/4,other,,,
AD无奖,2020 Fall,University of Birmingham,Advanced Computer Science,211,3.19/4,other,,,
Offer,2020 Fall,National University of Singapore,Master of Computing - Infocomm Security Specialisation,211,3.82/4.0      90.63     2/156,other,,,
Offer,2020 Fall,National University of Singapore 新加坡国立大学,Electrical and Computer Engineering 电子和计算机工程,华五中的某一所,90.30,other,,,
Offer,2020 Fall,University of Victoria 维多利亚大学,Electrical and Computer Engineering 电子和计算机工程,双非,3.54/4,other,,,
Offer,2020 Fall,Sheridan College,Computer Animation,香港浸会大学,GPA2.8,other,,,
Waiting list,2020 Fall,School of Visual Arts,Computer Art,香港浸会大学,GPA2.8,other,,,
Offer,2020 Fall,McMaster University,Electrical and Computer Engineering,McMaster University,81%,other,,,
被拒,2020 Fall,Western University,Computer Programming,211 & 985,79,other,,,
被拒,2020 Fall,University of British Columbia,Computer Science,211 & 985,79,other,,,
AD无奖,2020 Fall,Concordia University,Computer Science,211 & 985,79,other,,,
Offer,2020 Fall,University of British Columbia,Bachelor of computer science,University of Alberta,3.5/4.0,other,,,
Offer,2020 Fall,York University,Computer Science,University of Alberta,3.5/4.0,other,,,
AD无奖,2020 Fall,Eberhard Karls Universität Tübingen,computational linguistics,双非,临床医学均分73.14，英语均分83.74,other,北京邮电大学,第一学期均分84.33,英语语言学
AD无奖,2020 Fall,University of Stuttgart,computational linguistics,双非,临床医学均分73.14，英语均分83.74,other,北京邮电大学,第一学期均分84.33,英语语言学
AD无奖,2020 Fall,University of Amsterdam,Computer Science,211 & 985,83/100,other,,,
Offer,2020 Fall,Eindhoven University of Technology,Computer Science,211 & 985,83/100,other,,,
AD无奖,2020 Fall,Technical University of Denmark,Computer Science,211 & 985,83/100,other,,,
Offer,2020 Fall,Dalhousie University,Computer Science,双非,80,other,,,
被拒,2020 Fall,University of Alberta,Computer Science,双非,80,other,,,
Offer,2020 Fall,University of Edinburgh 爱丁堡大学,Particle and Nuclear Physics,211,3.48/5 20%,other,,,
AD无奖,2020 Fall,University Of Southampton 南安普顿大学,Computer Software Engineering,,87.3/100,other,,,
AD无奖,2020 Fall,The University of Queensland 昆士兰大学,Computer Science 计算机科学,,87.3/100,other,,,
AD无奖,2020 Fall,The Chinese University of Hong Kong 香港中文大学,Computer Science 计算机科学,,87.3/100,other,,,
AD无奖,2020 Fall,City University of Hong Kong 香港城市大学,Computer Science 计算机科学,,87.3/100,other,,,
Offer,2020 Fall,University of Edinburgh,Artificial Intelligence,211,3.76/4.0,other,,,
Offer,2020 Fall,The University of Nottingham,Human Computer Interaction,Miami University,3.04/4.0,other,,,
Offer,2020 Fall,The Chinese University of Hong Kong,Computer Science &amp; Engineering（Mphil-PhD）,Top 15,3.9/4.0,other,,,
Offer,2020 Fall,"Royal Danish Academy of Fine Arts, Schools of Architecture, Design and Conservat",Computation in Architecture,逢甲,3.2/4.0,other,,,
AD无奖,2020 Fall,The University of New South Wales,Computer Science,211,GPA3.1/4.3，均分84,other,,,
Waiting list,2020 Fall,Monash University,Computer Science,211,GPA3.1/4.3，均分84,other,,,
AD无奖,2020 Fall,Newcastle University,Computer Science,211,GPA3.1/4.3，均分84,other,,,
Offer,2020 Fall,University of Edinburgh,advanced technology for financial computing,,90.9,other,,比较差,纯数学（PDE）
Offer,2020 Fall,London School of Economics and Political Science,China in Comparative Perspective,境外本,3.83/4 TOP5%,other,,,
Offer,2020 Fall,Kings College London,Artificial Intelligence,,,other,,,
被拒,2020 Fall,Nanyang Technological University,Artificial Intelligence,,85+,other,,,
Offer,2020 Fall,The University of Manchester,Advanced Computer Science,香港理工大学,3.87/4,other,,,
Offer,2020 Fall,University of British Columbia,Computer Science,UBC,,other,UBC,,Forestry
Offer,2020 Fall,University of Liverpool,Data Science and Artificial Intelligence,211 & 985,87,other,,,
被拒,2020 Fall,Imperial College London,computing（artificial intelligence）,211 & 985,87,other,,,
AD无奖,2020 Fall,University of Glasgow,Software Development,北京邮电大学,80.6， 45%,other,,,
AD无奖,2020 Fall,University of St Andrews,Computer Science,北京邮电大学,80.6， 45%,other,,,
AD无奖,2020 Fall,Tufts University,Computer Engineering,北京邮电大学,80.6， 45%,other,,,
Offer,2020 Fall,University of Waterloo,Computer Science,Top 15,3.9/4.0,other,,,
AD无奖,2020 Fall,University of Toronto,Computer Science,Top 15,3.9/4.0,other,,,
AD无奖,2020 Fall,Concordia University 肯高迪亚大学,Electrical and Computer Engineering 电子和计算机工程,双非,3.54/4,other,,,
AD无奖,2020 Fall,University of Victoria 维多利亚大学,Electrical and Computer Engineering 电子和计算机工程,211 & 985,83,other,,,
AD无奖,2020 Fall,McMaster University,Electrical and Computer Engineering,双非,88.5 major90 5/81,other,,,
AD无奖,2020 Fall,University of Waterloo,Electrical and Computer Engineering,双非,88.5 major90 5/81,other,,,
AD无奖,2020 Fall,University of Amsterdam,Computer Science,双非,88.5 major90 5/81,other,,,
被拒,2020 Fall,McGill University,Electrical and Computer Engineering,双非,88.5 major90 5/81,other,,,
AD无奖,2020 Fall,University of Toronto,Electrical and Computer Engineering,双非,88.5 major90 5/81,other,,,
被拒,2020 Fall,University of British Columbia,Electrical and Computer Engineering,双非,88.5 major90 5/81,other,,,
Offer,2020 Fall,Nanyang Technological University,Computer Control and Automation,211,3.61,other,,,
AD无奖,2020 Fall,KU Leuven,Computer Science,普通985,86.2/100,other,,,
Offer,2020 Fall,Nanyang Technological University,Computer Control and Automation,211,3.76/4.0,other,,,
被拒,2020 Fall,Politecnico di Milano,Computer Science,四非一本,80.9/100,other,,,
Waiting list,2020 Fall,Royal Institute of Technology,Computer Science,211 & 985,86.21,other,,,
被拒,2020 Fall,École Polytechnique Fédérale de Lausanne,Computer Science,211 & 985,86.21,other,,,
AD无奖,2020 Fall,Politecnico di Milano,Computer Science,211 & 985,86.21,other,,,
AD无奖,2020 Fall,University of Copenhagen,Computer Science,211 & 985,86.21,other,,,
AD无奖,2020 Fall,University of Twente,Computer Science,211 & 985,86.21,other,,,
AD无奖,2020 Fall,Imperial College London,Artificial Intelligence,Oregon State University,3.8/4.0,other,,,
被拒,2020 Fall,Johns Hopkins University,Computer Science,Oregon State University,3.8/4.0,other,,,
被拒,2020 Fall,Eidgenossische Technische Hochschule Zürich,Computer Science,Oregon State University,3.8/4.0,other,,,
被拒,2020 Fall,Duke University,Computer Science,Oregon State University,3.8/4.0,other,,,
被拒,2020 Fall,University of Chicago,Computer Science,Oregon State University,3.8/4.0,other,,,
被拒,2020 Fall,University of Victoria,Computer Science,双非,3.4,other,UdeM,3.2,LLM
AD无奖,2020 Fall,Western University,Computer Science,双非,3.4,other,UdeM,3.2,LLM
AD无奖,2020 Fall,Carleton University,Computer Science,双非,3.4,other,UdeM,3.2,LLM
被拒,2020 Fall,University of Ottawa,Computer Science,双非,3.4,other,UdeM,3.2,LLM
被拒,2020 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,双非,4.12/5.00,other,,,
被拒,2020 Fall,University of Macau,Computer Science,双非,4.12/5.00,other,,,
Offer,2020 Fall,City University of Hong Kong,Computer Science（MSc）（FT / PT）,双非,4.12/5.00,other,,,
Offer,2020 Fall,Eindhoven University of Technology,Computer Science and Engineering,211,85.2,other,,,
Offer,2020 Fall,香港城市大学,Computer Science 计算机科学,湖南大学,3.22,other,,,
Offer,2020 Fall,City University of Hong Kong,Computer Science（MSc）（FT / PT）,双非,3.88/5,other,,,
Offer,2020 Fall,The Chinese University of Hong Kong,Computer Science(MSc)（FT / PT）,双非,3.88/5,other,,,
Offer,2020 Fall,Cardiff University,Computer Science,双非,3.88/5,other,,,
Offer,2020 Fall,University of Exeter,Advaned computer science,双非,3.88/5,other,,,
Offer,2020 Fall,University of St Andrews,Computer Science,双非,3.88/5,other,,,
Offer,2020 Fall,University of Glasgow,Computer Science,双非,3.88/5,other,,,
被拒,2020 Fall,University of Victoria,Computer Science,211,3.42/4（wes） 84.4/100,other,,,
Offer,2021 Fall,University of British Columbia,Computer Science,211,3.42/4（wes） 84.4/100,other,,,
Offer,2020 Fall,University of Calgary,Computer Science,211,3.42/4（wes） 84.4/100,other,,,
Offer,2020 Fall,Ryerson University,Computer Science,211,3.42/4（wes） 84.4/100,other,,,
被拒,2020 Fall,McMaster University,Computer Science,211,3.42/4（wes） 84.4/100,other,,,
Offer,2020 Fall,Carleton University,Computer Science,211,3.42/4（wes） 84.4/100,other,,,
Offer,2020 Fall,York University,Computer Science,211,3.42/4（wes） 84.4/100,other,,,
被拒,2020 Fall,Simon Fraser University,Computer Science,211,3.42/4（wes） 84.4/100,other,,,
Offer,2020 Fall,Dalhousie University,Computer Science,211,3.42/4（wes） 84.4/100,other,,,
Offer,2020 Fall,University of Windsor,Computer Science,211,3.42/4（wes） 84.4/100,other,,,
AD无奖,2020 Fall,Simon Fraser University,Computer Science,211 & 985,3.56/4.0 11/23,other,,,
AD无奖,2020 Fall,Simon Fraser University,Computer Science,211 & 985,3.56/4.0 11/23,other,,,
AD无奖,2020 Fall,University of Ottawa,Applied Artificial intelligence,211 & 985,86,other,,,
AD无奖,2020 Fall,University of Waterloo,ECE-artificial intelligence and machine learning,211 & 985,86,other,,,
被拒,2020 Fall,VU University Amsterdam,computer science(joint degree) - big data engineering,211 & 985,86,other,,,
AD无奖,2020 Fall,Boston University,Computer Science,211 & 985,84+,other,,,
AD无奖,2020 Fall,University of Bologna,Artificial Intelligence,M,83.3,other,,,
AD小奖,2020 Fall,University of Trento,Artificial Intelligence Systems,M,83.3,other,,,
AD无奖,2020 Fall,Sapienza University of Rome,Computer Science,M,83.3,other,,,
AD无奖,2020 Fall,Politecnico di Torino,Communication and Computer Networks Engineering,M,83.3,other,,,
AD无奖,2020 Fall,Technische Universität München (TUM),Computer Science,211 & 985,87.85,other,,,
AD无奖,2020 Fall,Delft University of Technology,Computer Science,211 & 985,87.85,other,,,
AD无奖,2020 Fall,University of Waterloo,Electrical and Computer  Engineering,211 & 985,88.8,other,,,
Offer,2020 Fall,Western University,Electrical and Computer Engineering,211 & 985,88.8,other,,,
Offer,2020 Fall,University of Alberta,Electrical and Computer  Engineering,211 & 985,88.8,other,,,
Offer,2020 Fall,University of Ottawa,Electrical and Computer  Engineering,211 & 985,88.8,other,,,
被拒,2020 Fall,McMaster University,Electrical and Computer Engineering,211 & 985,88.8,other,,,
AD无奖,2020 Fall,Concordia University,Computer Science,双非,76/100,other,,,
被拒,2020 Fall,University of Pennsylvania,Applied Mathematics and Computational Sciences,英国利物浦大学,92/100,other,,,
Offer,2020 Fall,University of Chicago,Computational and Applied Mathematics,英国利物浦大学,92/100,other,,,
AD无奖,2020 Fall,The University of Manchester 曼彻斯特大学,Artificial Intelligence 人工智能,211,85+,other,,,
Offer,2020 Fall,The University of Warwick,Computer Science,C9 top3,3.67/4.00（84/100）,other,,,
Offer,2020 Fall,Nanyang Technological University,Artificial Intelligence,C9 top3,3.67/4.00（84/100）,other,,,
Offer,2020 Fall,Nanyang Technological University,Computer Science,211,,other,,,
